"Town","FIPS","Year","Grade","MeasureType","Variable","Value"
"Madison","0900944560",2010,"2","Percent","Students absent 20 or more days",1.96
"Manchester","0900344700",2010,"2","Percent","Students absent 20 or more days",5.39
"Mansfield","0901344910",2010,"2","Percent","Students absent 20 or more days",7.35
"Marlborough","0900345820",2010,"2","Percent","Students absent 20 or more days",3.45
"Meriden","0900946520",2010,"2","Percent","Students absent 20 or more days",16.69
"Middlebury","0900946940",2010,"2","Percent","Students absent 20 or more days",2.08
"Middlefield","0900747080",2010,"2","Percent","Students absent 20 or more days",3.21
"Middletown","0900747360",2010,"2","Percent","Students absent 20 or more days",5.58
"Milford","0900947535",2010,"2","Percent","Students absent 20 or more days",5.58
"Monroe","0900148620",2010,"2","Percent","Students absent 20 or more days",2.25
"Montville","0901148900",2010,"2","Percent","Students absent 20 or more days",5.58
"Morris","0900549460",2010,"2","Percent","Students absent 20 or more days",1.19
"Naugatuck","0900949950",2010,"2","Percent","Students absent 20 or more days",10.88
"New Britain","0900350440",2010,"2","Percent","Students absent 20 or more days",14.44
"New Canaan","0900150580",2010,"2","Percent","Students absent 20 or more days",4.43
"New Fairfield","0900150860",2010,"2","Percent","Students absent 20 or more days",2.48
"New Hartford","0900551350",2010,"2","Percent","Students absent 20 or more days",2.27
"New Haven","0900952070",2010,"2","Percent","Students absent 20 or more days",14.58
"New London","0901152350",2010,"2","Percent","Students absent 20 or more days",29.92
"New Milford","0900552630",2010,"2","Percent","Students absent 20 or more days",5.42
"Newington","0900352140",2010,"2","Percent","Students absent 20 or more days",2.95
"Newtown","0900152980",2010,"2","Percent","Students absent 20 or more days",4.04
"Norfolk","0900553470",2010,"2","Percent","Students absent 20 or more days",5.88
"North Branford","0900953890",2010,"2","Percent","Students absent 20 or more days",0.63
"North Canaan","0900554030",2010,"2","Percent","Students absent 20 or more days",11.54
"North Haven","0900954870",2010,"2","Percent","Students absent 20 or more days",3.62
"North Stonington","0901155500",2010,"2","Percent","Students absent 20 or more days",3.85
"Norwalk","0900156060",2010,"2","Percent","Students absent 20 or more days",5.55
"Norwich","0901156270",2010,"2","Percent","Students absent 20 or more days",11.76
"Old Lyme","0901157040",2010,"2","Percent","Students absent 20 or more days",1.74
"Old Saybrook","0900757320",2010,"2","Percent","Students absent 20 or more days",1.67
"Orange","0900957600",2010,"2","Percent","Students absent 20 or more days",4.71
"Oxford","0900958300",2010,"2","Percent","Students absent 20 or more days",4.62
"Plainfield","0901559980",2010,"2","Percent","Students absent 20 or more days",7.73
"Plainville","0900360120",2010,"2","Percent","Students absent 20 or more days",3.35
"Plymouth","0900560750",2010,"2","Percent","Students absent 20 or more days",12.96
"Pomfret","0901561030",2010,"2","Percent","Students absent 20 or more days",0
"Portland","0900761800",2010,"2","Percent","Students absent 20 or more days",0.88
"Preston","0901162150",2010,"2","Percent","Students absent 20 or more days",3.77
"Prospect","0900962290",2010,"2","Percent","Students absent 20 or more days",5.08
"Putnam","0901562710",2010,"2","Percent","Students absent 20 or more days",10.59
"Redding","0900163480",2010,"2","Percent","Students absent 20 or more days",5.79
"Ridgefield","0900163970",2010,"2","Percent","Students absent 20 or more days",4.03
"Rocky Hill","0900365370",2010,"2","Percent","Students absent 20 or more days",3.76
"Roxbury","0900565930",2010,"2","Percent","Students absent 20 or more days",7.41
"Salem","0901166210",2010,"2","Percent","Students absent 20 or more days",4.76
"Salisbury","0900566420",2010,"2","Percent","Students absent 20 or more days",5.41
"Scotland","0901567400",2010,"2","Percent","Students absent 20 or more days",0
"Seymour","0900967610",2010,"2","Percent","Students absent 20 or more days",5.29
"Sharon","0900567960",2010,"2","Percent","Students absent 20 or more days",0
"Shelton","0900168170",2010,"2","Percent","Students absent 20 or more days",2.99
"Sherman","0900168310",2010,"2","Percent","Students absent 20 or more days",11.43
"Simsbury","0900368940",2010,"2","Percent","Students absent 20 or more days",4.64
"Somers","0901369220",2010,"2","Percent","Students absent 20 or more days",3.77
"South Windsor","0900371390",2010,"2","Percent","Students absent 20 or more days",43.62
"Southbury","0900969640",2010,"2","Percent","Students absent 20 or more days",2.08
"Southington","0900370550",2010,"2","Percent","Students absent 20 or more days",3.03
"Sprague","0901171670",2010,"2","Percent","Students absent 20 or more days",5.26
"Stafford","0901372090",2010,"2","Percent","Students absent 20 or more days",8.96
"Stamford","0900173070",2010,"2","Percent","Students absent 20 or more days",6.61
"Sterling","0901573420",2010,"2","Percent","Students absent 20 or more days",14.29
"Stonington","0901173770",2010,"2","Percent","Students absent 20 or more days",10.44
"Stratford","0900174190",2010,"2","Percent","Students absent 20 or more days",5.62
"Suffield","0900374540",2010,"2","Percent","Students absent 20 or more days",1.26
"Thomaston","0900575730",2010,"2","Percent","Students absent 20 or more days",6.85
"Thompson","0901575870",2010,"2","Percent","Students absent 20 or more days",8.54
"Tolland","0901376290",2010,"2","Percent","Students absent 20 or more days",3.32
"Torrington","0900576570",2010,"2","Percent","Students absent 20 or more days",5.82
"Trumbull","0900177200",2010,"2","Percent","Students absent 20 or more days",14.67
"Union","0901377830",2010,"2","Percent","Students absent 20 or more days",0
"Vernon","0901378250",2010,"2","Percent","Students absent 20 or more days",8.13
"Voluntown","0901178600",2010,"2","Percent","Students absent 20 or more days",9.68
"Wallingford","0900978740",2010,"2","Percent","Students absent 20 or more days",7.46
"Warren","0900579510",2010,"2","Percent","Students absent 20 or more days",1.19
"Washington","0900579720",2010,"2","Percent","Students absent 20 or more days",7.41
"Waterbury","0900980070",2010,"2","Percent","Students absent 20 or more days",12.52
"Waterford","0901180280",2010,"2","Percent","Students absent 20 or more days",1.87
"Watertown","0900580490",2010,"2","Percent","Students absent 20 or more days",1.83
"West Hartford","0900382590",2010,"2","Percent","Students absent 20 or more days",3.71
"West Haven","0900982870",2010,"2","Percent","Students absent 20 or more days",16.15
"Westbrook","0900781680",2010,"2","Percent","Students absent 20 or more days",7.02
"Weston","0900183430",2010,"2","Percent","Students absent 20 or more days",5.66
"Westport","0900183500",2010,"2","Percent","Students absent 20 or more days",2.72
"Wethersfield","0900384900",2010,"2","Percent","Students absent 20 or more days",2.55
"Willington","0901385950",2010,"2","Percent","Students absent 20 or more days",1.82
"Wilton","0900186370",2010,"2","Percent","Students absent 20 or more days",2.19
"Winchester","0900586440",2010,"2","Percent","Students absent 20 or more days",13.59
"Windham","0901586790",2010,"2","Percent","Students absent 20 or more days",12.31
"Windsor","0900387000",2010,"2","Percent","Students absent 20 or more days",5.24
"Windsor Locks","0900387070",2010,"2","Percent","Students absent 20 or more days",4.03
"Wolcott","0900987560",2010,"2","Percent","Students absent 20 or more days",0.97
"Woodbridge","0900987700",2010,"2","Percent","Students absent 20 or more days",3.45
"Woodbury","0900587910",2010,"2","Percent","Students absent 20 or more days",5.5
"Woodstock","0901588190",2010,"2","Percent","Students absent 20 or more days",10.1
"Andover","0901301080",2011,"2","Percent","Students absent 20 or more days",2.33
"Ansonia","0900901220",2011,"2","Percent","Students absent 20 or more days",14.43
"Ashford","0901501430",2011,"2","Percent","Students absent 20 or more days",1.89
"Avon","0900302060",2011,"2","Percent","Students absent 20 or more days",4.67
"Barkhamsted","0900502760",2011,"2","Percent","Students absent 20 or more days",6.9
"Beacon Falls","0900903250",2011,"2","Percent","Students absent 20 or more days",2.92
"Berlin","0900304300",2011,"2","Percent","Students absent 20 or more days",2.95
"Bethany","0900904580",2011,"2","Percent","Students absent 20 or more days",1.37
"Bethel","0900104720",2011,"2","Percent","Students absent 20 or more days",5.48
"Bethlehem","0900504930",2011,"2","Percent","Students absent 20 or more days",9.6
"Bloomfield","0900305910",2011,"2","Percent","Students absent 20 or more days",4.58
"Bolton","0901306260",2011,"2","Percent","Students absent 20 or more days",0
"Bozrah","0901106820",2011,"2","Percent","Students absent 20 or more days",0
"Branford","0900907310",2011,"2","Percent","Students absent 20 or more days",4.7
"Bridgeport","0900108070",2011,"2","Percent","Students absent 20 or more days",12.52
"Bridgewater","0900508210",2011,"2","Percent","Students absent 20 or more days",1.59
"Bristol","0900308490",2011,"2","Percent","Students absent 20 or more days",8.02
"Brookfield","0900108980",2011,"2","Percent","Students absent 20 or more days",3.86
"Brooklyn","0901509190",2011,"2","Percent","Students absent 20 or more days",7.87
"Burlington","0900310100",2011,"2","Percent","Students absent 20 or more days",4.17
"Canaan","0900510940",2011,"2","Percent","Students absent 20 or more days",0
"Canterbury","0901512130",2011,"2","Percent","Students absent 20 or more days",4.41
"Canton","0900312270",2011,"2","Percent","Students absent 20 or more days",2.03
"Chaplin","0901513810",2011,"2","Percent","Students absent 20 or more days",4.76
"Cheshire","0900914160",2011,"2","Percent","Students absent 20 or more days",2.29
"Chester","0900714300",2011,"2","Percent","Students absent 20 or more days",4.88
"Clinton","0900715350",2011,"2","Percent","Students absent 20 or more days",17.81
"Colchester","0901115910",2011,"2","Percent","Students absent 20 or more days",2.91
"Colebrook","0900516050",2011,"2","Percent","Students absent 20 or more days",0
"Columbia","0901316400",2011,"2","Percent","Students absent 20 or more days",3.85
"Cornwall","0900517240",2011,"2","Percent","Students absent 20 or more days",7.69
"Coventry","0901317800",2011,"2","Percent","Students absent 20 or more days",4.35
"Cromwell","0900718080",2011,"2","Percent","Students absent 20 or more days",5.41
"Danbury","0900118500",2011,"2","Percent","Students absent 20 or more days",4.11
"Darien","0900118850",2011,"2","Percent","Students absent 20 or more days",1.12
"Deep River","0900719130",2011,"2","Percent","Students absent 20 or more days",2.44
"Derby","0900919550",2011,"2","Percent","Students absent 20 or more days",10
"Durham","0900720810",2011,"2","Percent","Students absent 20 or more days",1.23
"East Granby","0900322070",2011,"2","Percent","Students absent 20 or more days",8.33
"East Haddam","0900722280",2011,"2","Percent","Students absent 20 or more days",3.77
"East Hampton","0900722490",2011,"2","Percent","Students absent 20 or more days",5
"East Hartford","0900322630",2011,"2","Percent","Students absent 20 or more days",8.85
"East Haven","0900922910",2011,"2","Percent","Students absent 20 or more days",8.63
"East Lyme","0901123400",2011,"2","Percent","Students absent 20 or more days",5.15
"East Windsor","0900324800",2011,"2","Percent","Students absent 20 or more days",5.43
"Eastford","0901521860",2011,"2","Percent","Students absent 20 or more days",7.14
"Easton","0900123890",2011,"2","Percent","Students absent 20 or more days",1.9
"Ellington","0901325360",2011,"2","Percent","Students absent 20 or more days",7.04
"Enfield","0900325990",2011,"2","Percent","Students absent 20 or more days",5.37
"Essex","0900726270",2011,"2","Percent","Students absent 20 or more days",5.06
"Fairfield","0900126620",2011,"2","Percent","Students absent 20 or more days",2.34
"Farmington","0900327600",2011,"2","Percent","Students absent 20 or more days",1.3
"Franklin","0901129910",2011,"2","Percent","Students absent 20 or more days",0
"Glastonbury","0900331240",2011,"2","Percent","Students absent 20 or more days",1.86
"Goshen","0900532290",2011,"2","Percent","Students absent 20 or more days",0
"Granby","0900332640",2011,"2","Percent","Students absent 20 or more days",0
"Greenwich","0900133620",2011,"2","Percent","Students absent 20 or more days",3.21
"Griswold","0901133900",2011,"2","Percent","Students absent 20 or more days",4.48
"Groton","0901134250",2011,"2","Percent","Students absent 20 or more days",7.83
"Guilford","0900934950",2011,"2","Percent","Students absent 20 or more days",0.37
"Haddam","0900735230",2011,"2","Percent","Students absent 20 or more days",4.41
"Hamden","0900935650",2011,"2","Percent","Students absent 20 or more days",6.21
"Hampton","0901536000",2011,"2","Percent","Students absent 20 or more days",0
"Hartford","0900337070",2011,"2","Percent","Students absent 20 or more days",18.78
"Hartland","0900337140",2011,"2","Percent","Students absent 20 or more days",3.45
"Harwinton","0900537280",2011,"2","Percent","Students absent 20 or more days",4.17
"Hebron","0901337910",2011,"2","Percent","Students absent 20 or more days",3.18
"Kent","0900540290",2011,"2","Percent","Students absent 20 or more days",8.33
"Killingly","0901540500",2011,"2","Percent","Students absent 20 or more days",1.97
